payer_int,beneficiary_int,amount
86,119,2.25
86,121,118.5
86,122,7.5
86,125,1.0
86,126,24.5
86,127,66.75
86,129,0.003
86,130,2.5
86,132,5.25
86,133,0.1605
86,134,2.0
86,136,8.5
86,137,23.0
86,138,55.5
86,139,117.75
86,140,28.75
86,141,1.036
86,142,13.5
86,144,0.1215
86,145,3.145
86,147,38.0
86,150,1.036
86,151,1.0
86,152,16.25
86,153,0.1605
86,154,3.67875
86,155,1.036
86,157,0.1159999999999999
86,158,21.5
86,163,1.0
86,164,5.5
86,166,11.465000000000002
86,167,63.5
86,168,184.25
86,169,3.0
86,170,2.5895
86,171,201.5
86,173,0.001
86,175,4.0
86,177,5.5
86,178,0.03
86,179,117.5
86,180,3.75
86,181,6.75
87,0,4.5
87,4,4.0
87,6,1.0
87,8,2.072
87,9,1.0
87,10,2.75
87,12,3.74
87,15,1.021
87,16,1.0
87,17,0.107
87,20,5.0
87,23,1.021
87,29,3.5
87,30,18.5
87,32,64.5
87,40,4.084
87,41,1.048
87,42,2.25
87,43,77.25
87,46,2.5
87,50,0.107
87,52,1.0
87,53,1.0
87,55,1.25
87,57,3.5
87,59,12.75
87,60,2.0965
87,62,2.0
87,66,1.0
87,73,1.0
87,74,1.0
87,75,2.0
87,76,1.0
87,77,7.75
87,80,1.021
87,81,3.0
87,83,0.107
87,84,4.25
87,85,45.5
87,90,12.0
87,93,0.107
87,97,2.0
87,99,1.5
87,100,3.107
87,101,6.0
87,103,1.021
87,111,3.0
87,116,4.0
87,121,3.0
87,122,2.0
87,127,3.0
87,132,3.0
87,133,0.4275
87,134,1.0
87,137,97.25
87,142,1.021
87,150,1.0
87,151,1.5315
87,152,2.0
87,155,1.036
87,158,1.0
87,159,4.75
87,160,12.5
87,164,14.25
87,166,1.0
87,169,4.0
87,171,20.5
87,172,82.5
87,177,0.214
87,179,1.021
88,5,0.118
88,8,3.5
88,9,4.5
88,12,8.74
88,15,1.0
88,16,0.064
88,23,5.6155
88,29,7.0
88,30,3.0
88,32,257.0
88,33,0.011
88,41,1.036
88,42,1.0
88,43,57.0
88,46,5.0
88,48,1.021
88,50,1.048
88,52,5.5
88,53,1.0
88,55,1.0
88,57,44.0
88,59,44.0
88,66,2.0
88,73,1.0
88,74,26.5
88,75,8.0
88,76,13.0
88,79,0.016
88,80,0.3205
88,81,8.5
88,84,52.0
88,90,49.0
88,92,3.0
88,95,3.42
88,100,0.107
88,108,0.001
88,109,0.011
88,116,44.0
88,119,0.107
88,121,12.5
88,122,5.0
88,125,1.0
88,127,3.0
88,130,1.5
88,131,0.005
88,132,2.0
88,133,2.0
88,134,1.0
88,137,1.0
88,139,0.214
88,141,0.105
88,142,250.5
88,144,0.008
88,147,0.001
88,152,10.0
88,158,177.5
88,163,2.097
88,164,1.0
88,166,102.11
88,169,1.048
88,170,0.267
88,171,445.5
88,175,73.606
88,179,92.912
88,180,0.035
88,181,0.075
89,8,3.60625
89,9,0.0295
89,10,0.139
89,12,0.139
89,18,0.02
89,20,0.354
89,21,0.001
89,23,0.045
89,24,2.658
89,29,2.13125
89,30,0.046
89,31,0.107
89,36,0.0245
89,39,0.0345
89,42,0.052
89,43,0.16249999999999998
89,45,1.3177500000000002
89,46,0.8165
89,50,0.123
89,52,0.2575
89,53,0.011
89,55,3.1285000000000003
89,57,1.489
89,59,12.89825
89,66,0.0765
89,67,0.58375
89,69,0.33175000000000004
89,75,0.024
89,76,0.0775
89,81,0.498
89,82,3.951
89,84,3.0695
89,90,0.008
89,100,0.011
89,109,0.2105
89,116,0.16424999999999995
89,121,0.36
89,122,0.6074999999999999
89,125,0.279
89,134,0.0555
89,150,0.002
89,152,0.052
89,162,9.58025
89,164,0.001
89,171,41.731
89,173,1.4357499999999999
89,181,0.124
90,0,88.5
90,1,321.0
90,2,2.0
90,4,3290.25
90,5,330.75
90,6,1.0
90,8,3969.75
90,9,253.25
90,10,3.0
90,11,1.0
90,12,829.54
90,13,14.5
90,14,1.0
90,15,252.0
90,16,16.75
90,17,169.5
90,18,256.25
90,19,2.0
90,20,16.75
90,21,3.0
90,22,10.25
90,23,1167.25
90,24,6.0
90,25,232.75
90,26,1.0
90,27,4.0
90,28,1.048
90,29,2371.75
90,30,608.75
90,31,704.75
90,32,23021.25
90,33,12.0
90,34,6.75
90,35,262.0
90,36,131.0
90,39,93.5
90,41,54.5
90,42,95.5
90,43,4821.0
90,44,23.0
90,46,370.5
90,47,94.75
90,48,126.25
90,49,198.5
90,50,337.0
90,52,924.5
90,53,23.5
90,54,10.5
90,55,418.25
90,56,7.75
90,57,2098.25
90,58,86.25
90,59,3828.5
90,60,2.5
90,61,30.0
90,62,30.5
90,63,2.0
90,64,3.0
90,65,1.5
90,66,517.5
90,68,266.0
90,69,1.75
90,70,84.75
90,71,26.75
90,72,12.5
90,73,215.5
90,74,3798.25
90,75,1166.25
90,76,797.25
90,77,1864.0
90,78,254.75
90,79,15.25
90,80,529.5
90,81,1826.25
90,82,9.25
90,83,84.5
90,84,25862.75
90,85,65.5
90,86,25.75
90,87,12.0
90,88,49.0
90,89,0.008
90,91,1425.5
90,92,2.75
90,93,44.0
90,94,566.5
90,95,80.25
90,97,216.25
90,98,11.0
90,99,16.75
90,100,13.35
90,101,4.75
90,102,60.5
90,103,4.5
90,104,10.0
90,105,1.0
90,106,1703.25
90,107,12.0
90,108,4.25
90,109,66.0
90,110,162.75
90,111,28.5
90,112,10.0
90,113,2.0
90,114,17.0
90,115,3.0
90,116,3822.75
90,117,3.5
90,118,132.25
90,119,171.75
90,120,54.5
90,121,1807.25
90,122,442.75
90,123,12.0
90,125,463.5
90,126,924.5
90,127,323.0
90,128,339.0
90,129,174.75
90,130,2174.75
90,131,62.0
90,132,340.25
90,133,14.0
90,134,207.0
90,135,35.0
90,136,1154.5
90,137,1044.25
90,138,1.0
90,139,5170.25
90,140,98.75
90,141,5.75
90,142,4777.25
90,143,9.0
90,144,5.0
90,145,33.0
90,147,2.0
90,149,2.5
90,150,15.0
90,151,40.25
90,152,475.0
90,153,23.5
90,155,104.0
90,156,2.0
90,157,16.0
90,158,1769.0
90,159,6.5
90,160,15.0
90,162,12.5
90,163,46.75
90,164,642.25
90,166,6405.9725
90,167,11.5
90,168,4.0
90,169,180.25
90,170,53.25
90,171,33835.25
90,172,170.5
90,174,203.0
90,175,1004.0
90,177,344.25
90,178,14.5
90,179,634.5
90,180,1.75
90,181,7.5
91,4,219.25
91,5,22.0
91,8,141.5
91,9,29.0
91,12,65.63
91,13,1.0
91,15,15.75
91,16,1.0
91,17,38.0
91,23,75.0
91,29,15.25
91,30,50.25
91,31,3.5
91,32,367.25
91,33,4.5
91,36,1.0
91,39,1.0
91,41,3.5
91,42,7.0
91,43,333.0
91,46,38.5
91,47,1.021
91,48,1.0
91,49,1.0
91,50,32.25
91,52,72.75
91,54,17.5
91,55,22.5
91,57,357.5
91,59,520.25
91,63,0.011
91,66,5.25
91,68,5.5
91,71,1.021
91,73,22.0
91,74,417.75
91,75,1590.75
91,76,26.5
91,77,134.0
91,81,326.0
91,83,22.75
91,84,2682.25
91,86,4.75
91,90,1425.5
91,93,21.5
91,97,7.0
91,99,1.021
91,100,1.5
91,102,6.5
91,104,2.621
91,106,4.0
91,107,1.036
91,109,4.0
91,110,2.0
91,114,1.021
91,116,66.25
91,121,677.75
91,122,3.0
91,123,30.5
91,125,18.25
91,126,25.75
91,127,639.75
91,129,1.021
91,130,10.5
91,132,6.5
91,134,5.5
91,136,13.25
91,137,6.5
91,139,343.25
91,140,1.0
91,141,1.021
91,142,767.25
91,147,3.0
91,150,1.0
91,151,1.25
91,152,22.0
91,153,9.686
91,155,46.5
91,158,214.5
91,160,1.0
91,162,0.139
91,163,6.25
91,164,115.5
91,166,503.96750000000003
91,167,1.0
91,169,3.063
91,170,5.5
91,171,1842.5
91,175,52.5
91,177,89.25
91,178,6.983
91,179,75.0
91,180,6.126
91,181,4.0
92,2,0.004
92,8,4.0
92,9,1.021
92,12,7.6
92,15,1.048
92,16,0.01474999999999995
92,23,0.4455
92,28,0.152
92,29,1.0
92,30,4.0
92,32,24.75
92,39,0.002
92,41,0.0065
92,42,1.0
92,43,12.75
92,46,1.0
92,48,2.0
92,50,0.0205
92,52,5.5
92,53,0.0185
92,55,2.0
92,56,0.046
92,57,27.25
92,59,6.75
92,66,0.1195
92,73,1.0
92,74,1.0
92,75,1.0
92,76,1.0
92,79,0.0155
92,81,9.5
92,82,0.005
92,84,17.0
92,88,3.0
92,90,2.75
92,93,0.002
92,99,0.003
92,100,0.52
92,107,0.013
92,109,0.009
92,112,0.19
92,116,2.0
92,119,0.4945
92,121,6.25
92,122,2.0
92,125,2.0
92,127,1.0
92,129,0.2
92,130,39.841
92,132,1.036
92,134,0.36874999999999997
92,137,2.0
92,139,0.5865
92,142,16.25
92,145,0.001
92,150,0.1945
92,151,0.034
92,152,1.0
92,157,0.0414999999999999
92,158,236.25
92,159,1.048
92,163,0.0185
92,164,1.0
92,166,2.975
92,169,9.84
92,171,7.0
92,175,87.0
92,178,0.249
92,179,1.048
92,180,0.02
92,181,0.002
93,0,1.0
93,1,2.5
93,2,0.5395000000000001
93,4,62.0
93,5,36.0
93,6,5.0
93,8,16.5
93,9,12.25
93,10,2.042
93,12,94.59
93,13,0.11699999999999999
93,14,1.021
93,15,2.5
93,16,18.5
93,17,27.5
93,19,7.409
93,20,14.0
93,22,0.015
93,23,27.5
93,24,2.0
93,25,7.339
93,28,1.0
93,29,16.75
93,30,175.0
93,31,1.5
93,32,135.0
93,33,2.25
93,34,2.25
93,35,1.0
93,36,1.0
93,39,1.0
93,40,2.072
93,41,19.0
93,42,43.0
93,43,242.25
93,44,0.3954999999999999
93,45,0.1345
93,46,20.25
93,47,0.011
93,48,7.25
93,49,1.048
93,50,53.25
93,52,74.25
93,53,0.214
93,54,1.048
93,55,38.5
93,57,284.25
93,58,2.0
93,59,123.0
93,60,3.0
93,61,2.0
93,62,2.0
93,63,4.0
93,65,0.049
93,66,79.5
93,68,1.0
93,69,0.01025
93,70,1.036
93,71,6.0
93,72,0.043
93,73,18.0
93,74,28.0
93,75,36.5
93,76,35.5
93,77,13.75
93,78,15.75
93,79,0.118
93,81,336.0
93,82,0.1015
93,83,36.5
93,84,85.75
93,85,3.0
93,86,1.0
93,87,0.107
93,90,44.0
93,91,21.5
93,92,0.002
93,94,3.0
93,95,8.0
93,97,3.75
93,99,1.0
93,100,1.0
93,101,1.0
93,102,4.5
93,103,1.0
93,104,0.0794999999999999
93,106,6.5
93,107,1.048
93,108,1.036
93,109,6.0
93,110,0.175
93,112,1.048
93,113,2.0
93,114,0.20074999999999998
93,115,0.0205
93,116,18.0
93,117,0.107
93,118,0.001
93,119,7.0
93,120,0.001
93,121,65.25
93,122,4.25
93,124,0.0805
93,125,3.5
93,126,3.0
93,127,10.0
93,128,0.1915
93,129,1.5
93,130,4.0
93,132,6.5
93,133,13.5
93,134,6.75
93,135,0.18975
93,136,7.75
93,137,104.25
93,138,0.0215
93,139,106.5
93,140,8.75
93,141,2.25
93,142,21.5
93,144,1.5
93,145,0.086
93,147,0.1225
93,149,1.036
93,150,5.5
93,151,2.5
93,152,30.25
93,153,1.048
93,154,0.044
93,155,148.75
93,156,0.01175
93,157,1.0
93,158,29.25
93,160,1.0
93,162,0.053
93,163,8.5
93,164,78.0
93,166,30.11
93,167,1.0
93,168,1.048
93,169,31.0
93,170,0.27075
93,171,237.25
93,172,1.036
93,174,5.615500000000001
93,175,5.0
93,177,1.75
93,178,3.0
93,179,4.5
93,180,0.332
93,181,1.0
94,5,2.0
94,8,1.048
94,9,1.0
94,12,64.03
94,15,3.0
94,16,1.021
94,23,2.0
94,24,0.001
94,29,1.5
94,30,5.25
94,31,5.0
94,32,86.5
94,33,22.5
94,34,0.048
94,35,0.0725
94,36,1.0
94,41,0.194
94,42,1.0
94,43,256.75
94,46,4.0
94,47,3.145
94,48,7.0225
94,50,4.0
94,52,3.5
94,53,6.5
94,55,0.107
94,57,782.25
94,59,14.0
94,61,0.20450000000000002
94,62,8.5
94,63,0.0625
94,66,27.5
94,71,100.75
94,74,2.0
94,75,5.75
94,76,1.048
94,80,4.661
94,81,45.0
94,84,770.5
94,86,9.5
94,90,566.5
94,93,3.0
94,99,1.021
94,100,1.0
94,101,1.0
94,102,1.048
94,106,4.0
94,109,0.08
94,113,11.5
94,116,4.0
94,119,1.0
94,121,8.5
94,122,53.75
94,125,0.004
94,127,1.0
94,129,1.0
94,130,0.214
94,131,0.003
94,132,80.0
94,134,3.5
94,137,24.0
94,139,0.2675
94,141,4.75
94,142,236.75
94,144,2.0
94,145,2.072
94,149,7.5
94,150,0.086
94,151,0.2675
94,152,1.048
94,157,1.0
94,158,3.0
94,160,2.621
94,162,10.7205
94,163,36.0
94,164,11.5
94,166,45.04
94,169,3.0
94,170,1.048
94,171,46.0
94,174,3.107
94,175,6.0
94,178,352.886
94,179,2.5
94,180,0.5925
94,181,0.011
95,4,18.75
95,5,29.5
95,8,20.0
95,9,98.75
95,10,5.105
95,12,60.54
95,13,6.2145
95,14,14.5
95,15,2.072
95,16,2.0
95,17,3.0
95,20,3.0
95,22,1.036
95,23,28.5
95,29,15.0
95,30,220.0
95,31,4.084
95,32,41.0
95,33,1.0
95,36,2.0
95,39,2.0
95,40,15.0
95,41,9.0
95,42,4.0
95,43,1470.5
95,46,14.0
95,48,2.0
95,49,2.0
95,50,61.75
95,52,911.5
95,53,0.011
95,55,3.5
95,57,434.75
95,59,153.0
95,60,8.388
95,61,0.119
95,62,0.107
95,63,0.001
95,65,0.3135
95,66,143.5
95,70,2.6025
95,71,46.75
95,72,2.0
95,73,5.0
95,74,7.25
95,75,66.0
95,76,12.5
95,77,4.143
95,81,3293.0
95,83,24.5
95,84,53.5
95,88,3.42
95,90,80.25
95,93,8.0
95,97,22.0
95,100,2.0
95,102,75.75
95,103,0.214
95,104,0.013
95,106,13.5
95,107,2.042
95,108,0.004
95,109,36.5
95,113,1.048
95,116,10.0
95,118,1.0
95,119,4.0
95,121,108.25
95,122,1.021
95,125,5.105
95,126,6.25
95,127,3.5
95,129,1.523
95,130,1.5
95,132,9.25
95,133,3.145
95,134,28.25
95,136,0.021
95,137,24.0
95,139,15.5
95,140,2.0
95,141,1.021
95,142,11.25
95,147,0.011
95,150,1.021
95,151,1.5
95,152,32.25
95,155,28.0
95,157,0.0375
95,158,10.0
95,160,1.036
95,163,286.25
95,164,425.5
95,166,5.3425
95,169,2.0
95,170,2.072
95,171,19.0
95,174,1.817
95,175,6.215
95,177,0.107
95,178,65.25
95,179,2.5525
95,181,1.5315
96,5,0.516
96,8,0.26425
96,9,0.0145
96,12,1.384
96,18,0.1345
96,21,0.11475
96,23,1.571
96,24,8.2615
96,29,2.5
96,30,0.406
96,32,0.4315
96,33,0.008
96,36,1.0130000000000001
96,39,0.402
96,41,0.011
96,43,7.5755
96,45,6.797750000000001
96,46,1.0865
96,52,0.14699999999999996
96,53,0.026
96,55,0.0125
96,57,3.69825
96,59,57.189249999999994
96,66,0.003
96,67,3.14325
96,69,0.847
96,70,2.775
96,73,0.3125
96,75,0.3565
96,76,0.15349999999999997
96,81,1.0065
96,82,5.759499999999999
96,84,6.11475
96,100,0.0584999999999999
96,121,1.2025000000000001
96,122,0.1225
96,125,1.763
96,134,0.001
96,147,0.0235
96,150,0.003
96,151,0.007
96,152,0.318
96,162,23.547250000000002
96,164,0.012
96,166,0.81
96,170,0.0104999999999999
96,171,59.198499999999996
96,173,5.437250000000001
96,174,0.6945
96,178,0.005
97,0,1.036
97,4,139.25
97,5,5.5
97,8,106.75
97,9,10.5
97,10,4.0
97,12,174.95999999999998
97,13,1.036
97,14,1.048
97,15,6.0
97,16,2.0
97,17,28.75
97,20,2.0
97,21,0.006
97,22,1.0
97,23,7.0
97,24,1.0
97,29,60.5
97,30,54.75
97,31,15.75
97,32,435.75
97,33,0.5774999999999999
97,34,1.0
97,35,0.001
97,36,5.5
97,41,5.0
97,42,8.25
97,43,202.0
97,46,11.75
97,47,18.0
97,48,1.036
97,49,1.5
97,50,21.0
97,52,22.0
97,53,1.5
97,54,1.5
97,55,6.5
97,56,1.0
97,57,317.5
97,59,486.0
97,62,1.0
97,66,3.5
97,68,3.0
97,73,2.5
97,74,92.25
97,75,317.0
97,76,12.0
97,77,114.5
97,78,19.0
97,79,1.0
97,80,43.0
97,81,67.0
97,82,1.0
97,83,10.0
97,84,404.75
97,86,2.0
97,87,2.0
97,90,216.25
97,91,7.0
97,93,3.75
97,95,22.0
97,99,2.5
97,100,0.2
97,101,1.0
97,102,2.0
97,103,16.0335
97,104,1.0
97,105,61.0
97,106,19.75
97,107,1.0
97,109,1.0
97,110,1.0
97,114,1.75
97,116,114.5
97,119,1.0
97,121,80.5
97,122,7.5
97,123,1.0
97,125,35.25
97,126,2.0
97,127,54.75
97,128,4.0
97,129,2.25
97,130,5.0
97,131,1.036
97,132,8.75
97,133,1.048
97,134,4.5
97,135,0.032
97,136,7.25
97,137,41.5
97,139,64.5
97,140,1.61225
97,141,0.049
97,142,268.25
97,145,1.0
97,150,1.5
97,151,1.25
97,152,27.25
97,155,54.5
97,158,124.5
97,159,0.3155
97,162,1.0
97,163,12.5
97,164,20.5
97,166,196.9825
97,167,1.036
97,169,20.0
97,170,1.5
97,171,1195.0
97,174,1.021
97,175,8.5
97,177,1.0
97,179,19.75
97,180,0.038
97,181,1.0
98,5,0.021
98,8,2.072
98,12,18.24
98,16,0.011
98,23,19.921
98,28,0.011
98,29,4.0
98,30,0.428
98,32,23.0
98,39,1.255
98,42,1.048
98,43,1.0
98,46,3.581
98,52,1.0
98,55,1.021
98,57,1.036
98,59,1.0
98,66,0.182
98,73,1.955
98,75,0.15
98,76,0.032
98,81,1.0
98,84,3.0
98,86,0.003
98,90,11.0
98,100,0.7965
98,102,0.011
98,115,0.1965
98,116,5.0
98,121,0.748
98,122,1.021
98,127,1.0
98,130,0.109
98,139,5.179
98,152,2.0
98,158,1.048
98,163,0.053
98,164,1.036
98,166,15.100000000000001
98,171,72.5
98,180,0.069
98,181,1.0
99,0,0.155
99,1,1.048
99,2,0.043
99,4,2.0
99,5,9.5
99,6,2.0
99,7,0.011
99,8,1.5
99,9,28.75
99,10,1.5
99,12,96.9
99,13,12.252
99,15,1.0
99,16,6.0
99,17,1.0
99,18,1.0
99,19,0.021
99,20,157.0
99,21,0.3595
99,23,6.25
99,29,18.75
99,30,36.75
99,31,1.0
99,32,34.75
99,33,3.0
99,36,1.0
99,39,2.0
99,40,1.5
99,41,4.0
99,42,59.75
99,43,689.0
99,45,0.025
99,46,193.0
99,47,1.0
99,48,1.021
99,49,9.5
99,50,1.0
99,52,62.25
99,53,86.0
99,54,0.011
99,55,99.0
99,57,190.75
99,59,282.75
99,60,2.25
99,61,1.036
99,66,6.75
99,68,2.0
99,70,0.044
99,71,2.5
99,73,27.75
99,74,3.5
99,75,12.75
99,76,12.5
99,77,3.0
99,79,5.0
99,80,4.75
99,81,145.5
99,83,0.214
99,84,35.75
99,85,19.5
99,87,1.5
99,90,16.75
99,91,1.021
99,92,0.003
99,93,1.0
99,94,1.021
99,97,2.5
99,100,6.5
99,101,255.5
99,102,4.25
99,103,3.75
99,106,4.0
99,107,1.0
99,108,0.1765
99,109,1.021
99,111,0.192
99,113,2.0
99,116,4.25
99,118,0.011
99,120,0.011
99,121,143.25
99,122,46.25
99,125,1.0
99,126,1.0
99,127,4.75
99,128,7.0
99,129,2.75
99,130,3.0
99,132,329.25
99,133,1.0
99,134,19.75
99,137,994.5
99,139,1.021
99,142,9.5
99,149,0.0584999999999999
99,150,10.25
99,151,10.25
99,152,191.75
99,154,0.502
99,155,0.5612499999999999
99,158,4.0
99,159,3.0
99,160,6.75
99,163,1.036
99,164,48.0
99,166,9.75
99,169,117.25
99,170,1.5
99,171,131.5
99,172,24.25
99,173,0.131
99,174,3.0
99,175,5.0
99,177,1.0
99,178,1.0
99,179,2.0
99,181,1.5
100,0,0.36350000000000005
100,1,1.021
100,2,0.67875
100,4,7.01
100,5,5.29
100,6,2.0
100,7,0.011
100,8,4.52
100,9,89.58
100,10,1.02
100,12,1198.8799999999999
100,13,2.042
100,14,1.0
100,15,1.0
100,16,2.0
100,17,1.036
100,18,0.36074999999999996
100,19,1.0
100,20,1.8
100,21,0.011
100,22,0.866
100,23,14.82
100,24,2.072
100,25,1.0
100,26,0.011
100,28,2.3915
100,29,44.33
100,30,133.02
100,31,1.41
100,32,24.33
100,33,2.56
100,34,1.021
100,35,13.745999999999999
100,36,0.52
100,37,0.1445
100,38,2.042
100,39,1.021
100,40,1.0554999999999999
100,41,1.0
100,42,38.86
100,43,1498.27
100,44,0.163
100,45,0.021
100,46,57.510000000000005
100,47,2.0
100,48,4.5
100,49,2.0
100,50,8.0
100,51,0.15
100,52,163.34
100,53,1.0
100,54,1.0
100,55,26.19
100,56,0.1495
100,57,1758.7
100,58,0.807
100,59,293.27
100,60,1.5315
100,61,1.53
100,62,8.5
100,63,1.6355
100,64,0.0804999999999999
100,65,0.091
100,66,9.53
100,67,0.011
100,68,1.0
100,69,1.0
100,70,1.0
100,71,1.54
100,72,0.27775
100,73,20.17
100,74,2.51
100,75,6.35
100,76,19.69
100,77,4.37
100,78,0.171
100,79,2.02
100,80,10.79
100,81,369.94
100,82,1.036
100,83,2.0
100,84,71.28999999999999
100,85,0.08
100,86,2.5
100,87,3.107
100,88,0.107
100,89,0.011
100,90,13.35
100,91,1.5
100,92,0.52
100,93,1.0
100,94,1.0
100,95,2.0
100,96,0.0584999999999999
100,97,0.2
100,98,0.7965
100,99,6.5
100,101,1.52
100,102,6.01
100,103,4.0
100,104,1.036
100,106,8.52
100,107,0.8470000000000001
100,108,1.036
100,109,1.0
100,110,1.048
100,111,0.29
100,112,1.036
100,113,1.60325
100,114,1.021
100,115,0.5385
100,116,4.14
100,117,1.036
100,118,0.465
100,119,3.25
100,120,1.048
100,121,392.59000000000003
100,122,21.619999999999997
100,123,0.2965
100,125,5.25
100,126,1.021
100,127,1.0
100,128,1.0
100,129,1.021
100,130,2.25
100,131,0.17400000000000002
100,132,44.93
100,133,0.041
100,134,35.44
100,135,0.2165
100,136,1.0
100,137,18.66
100,138,1.0
100,139,13.0
100,140,0.6867500000000001
100,141,2.0
100,142,18.6
100,143,0.0215
100,144,2.33825
100,145,1.0
100,147,0.048
100,149,1.848
100,150,12.11
100,151,9.78
100,152,55.39
100,153,0.262
100,154,0.0425
100,155,3.3002499999999997
100,156,0.30474999999999997
100,157,0.53725
100,158,4.88
100,159,0.2005
100,160,0.21125
100,162,1.0
100,163,4.0600000000000005
100,164,19.64
100,166,104.2225
100,167,0.08
100,168,1.036
100,169,9.0
100,170,1.0
100,171,315.61
100,172,1.26925
100,173,0.0804999999999999
100,174,1.0
100,175,0.58
100,177,1.04475
100,178,2.0
100,179,8.02
100,180,1.208
100,181,0.166
101,0,1.036
101,4,3.0
101,5,11.25
101,6,1.0
101,7,0.04025
101,8,2.75
101,9,22.5
101,10,4.0
101,12,43.19
101,13,12.252
101,15,1.0
101,16,4.0
101,17,1.021
101,18,1.021
101,19,0.064
101,20,60.5
101,21,0.096
101,22,0.107
101,23,77.75
101,28,0.011
101,29,13.0
101,30,26.75
101,31,6.5
101,32,17.5
101,33,6.0
101,34,0.214
101,36,2.097
101,39,1.554
101,40,4.194
101,41,1.0
101,42,23.0
101,43,428.5
101,46,113.0
101,47,1.036
101,48,9.0
101,49,1.817
101,50,15.0
101,52,21.5
101,53,169.25
101,55,155.75
101,57,77.25
101,59,284.75
101,60,1.5
101,61,3.0
101,62,0.7215
101,66,3.25
101,68,1.0
101,69,0.032
101,70,0.09100000000000001
101,71,1.0
101,73,14.5
101,74,1.0
101,75,2.5
101,76,25.25
101,77,4.0
101,79,4.25
101,80,8.25
101,81,79.75
101,83,0.321
101,84,6.75
101,85,5.0
101,86,2.0
101,87,6.0
101,90,4.75
101,93,1.0
101,94,1.0
101,97,1.0
101,99,255.5
101,100,1.52
101,102,1.0
101,103,3.5
101,104,1.021
101,106,1.0
101,109,1.021
101,110,2.097
101,111,0.353
101,113,1.0
101,116,7.5
101,119,6.0
101,120,1.036
101,121,157.0
101,122,33.5
101,125,23.0
101,127,0.107
101,128,1.0
101,129,8.0
101,130,6.291
101,132,101.75
101,133,1.5725
101,134,2.5
101,137,532.75
101,139,3.0
101,141,1.0
101,142,3.5
101,144,2.042
101,149,0.0345
101,150,13.5
101,151,5.25
101,152,247.25
101,157,0.0584999999999999
101,158,3.0
101,159,1.0
101,160,6.0
101,162,1.048
101,163,6.126
101,164,13.0
101,166,5.21
101,167,1.0
101,168,0.043
101,169,73.5
101,170,6.0
101,171,132.75
101,172,5.75
101,173,0.214
101,174,2.072
101,175,1.036
101,177,2.0
101,178,1.021
101,179,16.0
101,181,1.048
102,1,6.815
102,2,0.026500000000000003
102,4,12.0
102,5,48.25
102,8,18.75
102,9,26.5
102,10,0.321
102,12,260.36
102,13,5.75
102,14,2.0965
102,15,1.0
102,16,12.75
102,17,1.048
102,19,0.17099999999999999
102,20,13.75
102,21,0.003
102,22,1.048
102,23,114.25
102,27,1.707
102,28,1.048
102,29,116.0
102,30,62.0
102,31,3.5
102,32,204.75
102,33,12.25
102,34,4.75
102,35,6.290750000000001
102,36,3.0
102,37,0.428
102,38,0.0854999999999999
102,39,8.3875
102,40,0.428
102,41,2.5
102,42,10.25
102,43,577.5
102,44,0.107
102,46,17.25
102,47,13.25
102,48,66.25
102,49,1.048
102,50,11.75
102,52,1055.25
102,53,1.25
102,54,0.50225
102,55,41.0
102,57,2618.25
102,58,23.0
102,59,663.75
102,60,0.107
102,61,4.1937500000000005
102,62,7.60125
102,63,1.0
102,64,0.0445
102,65,2.097
102,66,57.5
102,68,40.3655
102,69,0.155
102,70,1.048
102,71,10.5
102,72,0.07499999999999996
102,73,9.25
102,74,25.0
102,75,209.75
102,76,56.25
102,77,65.253
102,78,94.885
102,79,1.0
102,80,5.0
102,81,591.25
102,82,0.031
102,83,3.0
102,84,228.75
102,85,4.0
102,86,0.24075000000000002
102,90,60.5
102,91,6.5
102,93,4.5
102,94,1.048
102,95,75.75
102,97,2.0
102,98,0.011
102,99,4.25
102,100,6.01
102,101,1.0
102,103,12.581
102,104,1.0
102,106,41.0
102,107,1.0
102,108,7.077
102,109,2.25
102,110,0.4915
102,112,2.097
102,113,6.0285
102,114,1.75
102,115,2.621
102,116,11.5
102,117,0.053
102,118,1.0
102,119,80.0
102,120,5.766500000000001
102,121,221.5
102,122,26.0
102,123,0.123
102,125,47.75
102,126,2.75
102,127,19.25
102,128,4.194
102,129,3.25
102,130,1.5
102,132,52.25
102,133,8.473
102,134,81.25
102,135,0.4595
102,136,2.5
102,137,59.5
102,139,254.0
102,140,0.043
102,141,6.25
102,142,106.25
102,144,1.31025
102,145,9.5
102,149,0.032
102,150,2.5
102,151,2.0
102,152,129.75
102,153,0.011
102,154,0.118
102,155,22.25
102,156,2.097
102,157,1.5
102,158,24.75
102,159,0.214
102,162,1.5
102,163,43.25
102,164,71.5
102,166,35.825
102,167,1.021
102,168,0.011
102,169,64.0
102,170,2.0
102,171,500.25
102,172,3.6695
102,174,1.036
102,175,3.0
102,177,0.32075
102,179,27.25
102,180,0.002
102,181,1.0
103,2,1.021
103,4,10.742500000000001
103,5,1.036
103,6,1.0
103,8,1.0
103,9,9.0
103,10,2.0
103,12,5.47
103,15,0.096
103,16,9.0
103,17,3.41
103,20,31.5
103,22,0.011
103,23,4.143
103,29,2.25
103,30,3.75
103,32,3.75
103,33,1.021
103,36,0.305
103,39,0.214
103,40,3.625
103,41,2.0
103,42,5.75
103,43,80.5
103,46,2.0
103,49,0.428
103,50,1.036
103,52,7.5
103,53,2.0
